"About the data: Exported on Oct 14, 2022. Criteria: '""digital divide*"" OR ""digital inequalit*"" OR ""digital gap*""' in title and abstract; Publication Year is 1999 or 2000 or 2001 or 2002 or 2003 or 2004 or 2005 or 2006 or 2007 or 2008 or 2009 or 2010 or 2011; Fields of Research (ANZSRC 2020) is 38 Economics or 35 Commerce, Management, Tourism and Services or 46 Information and Computing Sciences; Publication Type is Article or Chapter or Proceeding. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,
Publication ID,DOI,Title,Abstract,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Cited references
pub.1022605386,10.1007/s00146-009-0259-5,Networking communities from the bottom up: grassroots approaches to overcoming the digital divide,"Achieving meaningful usage of the Internet is more than attaining access: multiple social and technological insufficiencies must be overcome and continually readdressed. A wide variety of approaches have been undertaken to address these issues, both to enable individuals to cross the ‘digital divide’ and also to enhance community interactions. In this paper, we focus on one approach–grassroots networked communities. These are communities of locality that have developed their own computer network infrastructure with minimal external support. We analyse eight examples from the UK and present survey results, identifying key characteristics and modes of operation. We argue that such initiatives may offer a viable method of overcoming multiple digital insufficiencies and ensure sustainable and meaningful ICT usage. Further research has commenced to analyse how the presence of social software and near-ubiquitous computer network access affects the sharing and storage of information within communities of locality.",AI & SOCIETY,2010,25,3,345-357,"Gaved, Mark B.; Mulholland, Paul",The Open University,United Kingdom,https://app.dimensions.ai/details/publication/pub.1022605386,6,"[Gillett, Sharon Eisner]|[ur.014205054675.54]|The Information Society|2000|16|2|147-149|10.1080/01972240050032906|pub.1007433536|13;[Wellman, Barry; Salaff, Janet; Dimitrova, Dimitrina; Garton, Laura; Gulia, Milena; Haythornthwaite, Caroline]|[ur.011001756750.07; ur.015143557616.36; ur.014633526654.41; ur.010556713626.90; ur.0627653246.14; ur.013446276022.87]|Annual Review of Sociology|1996|22|1|213-238|10.1146/annurev.soc.22.1.213|pub.1018520044|739;[Altheide, David L.]|[ur.010001737043.55]|Sociological Quarterly|1994|35|4|665-683|10.1111/j.1533-8525.1994.tb00422.x|pub.1025108584|77;[Kavanaugh, Andrea L.; Patterson, Scott J.]|[; ]|The Internet in Everyday Life|2002|||325-344|10.1002/9780470774298.ch11|pub.1039903495|35;[Pinkett, Randal]|[ur.015244301651.96]|The Information Society|2003|19|5|365-379|10.1080/714044684|pub.1047301771|37;[van Dijk, Jan; Hacker, Kenneth]|[; ]|The Information Society|2003|19|4|315-326|10.1080/01972240309487|pub.1047421245|709;[Hampton, Keith N.]|[ur.012317624303.24]|The Information Society|2003|19|5|417-428|10.1080/714044688|pub.1051395974|119;[Dunbar, R. I. M.]|[ur.015352603666.01]|Behavioral and Brain Sciences|1993|16|4|681-694|10.1017/s0140525x00032325|pub.1054866511|1383;[STOECKER, RANDY]|[ur.07400100313.69]|American Behavioral Scientist|1999|42|5|840-854|10.1177/00027649921954561|pub.1063548810|153;[Fischer, Gerhard]|[]|First Monday|2002|7|12||10.5210/fm.v7i12.1010|pub.1072710720|89;[Warschauer, Mark]|[]|First Monday|2002|7|7||10.5210/fm.v7i7.967|pub.1072710766|277;[Stanoevska-Slabeva, Katarina; Schmid, Beat F.]|[ur.011657465021.90; ur.016315446765.38]|Proceedings of the 34th Annual Hawaii International Conference on System Sciences|2001|||1-10|10.1109/hicss.2001.927041|pub.1095298727|36;[Lave, Jean; Wenger, Etienne]|[; ]||1991||||10.1017/cbo9780511815355|pub.1098698749|28352;[]|[]|Shaping the Network Society|2003||||10.7551/mitpress/6204.003.0013|pub.1110623447|4;[]|[]|America Calling|1992||||10.1525/9780520915008|pub.1135926927|387"
pub.1006303895,10.4018/978-1-60566-699-0.ch013,Does the Digital Divide Extend to Minority- and Women-Owned Small Businesses?,"This chapter examines whether the digital divide in the United States extends to computer use in small businesses. The analysis is based on a 2003 telephone survey of 1,123 firms with fewer than 50 employees and at least one computer, and in-depth interviews with 45 business owners. The analysis provides no evidence of a business digital divide across racial, ethnic, and gender groups. In fact, firms owned by African-American males show more intensive computer use than white male-owned firms, even after controlling for firm and owner characteristics. We do, however, find links between the intensity of computer use and firm and owner characteristics, such as firm size, market reach, intensity of computer use in the relevant industry, and age of owner. Finally, the in-depth interviews suggest that businesses with effective computer use depend upon the technical expertise of the business owners or people in their social networks.",Handbook of Research on Overcoming Digital Divides,2010,,,239-259,"Ferro, Enrico; Dwivedi, Yogesh K.; Gil-Garcia, J. Ramon; Williams, Michael D.; Lerman, Robert; Ratcliffe, Caroline; Salzman, Harold; Wissoker, Douglas; Meagher, Jennifer","American University; Urban Institute; Rutgers, The State University of New Jersey; Brandeis University",United States; United States; United States; United States,https://app.dimensions.ai/details/publication/pub.1006303895,0,"[Fairlie, Robert W]|[ur.015575246157.36]|Contributions in Economic Analysis & Policy|2004|3|1||10.2202/1538-0645.1263|pub.1001896093|143;[Brynjolfsson, Erik; Hitt, Lorin M.]|[ur.016410366727.06; ur.014164101470.22]|The Review of Economics and Statistics|2003|85|4|793-808|10.1162/003465303772815736|pub.1007480292|695;[Black, Sandra E.; Lynch, Lisa M.]|[; ur.011400664542.21]|The Review of Economics and Statistics|2001|83|3|434-445|10.1162/00346530152480081|pub.1013205992|728;[Black, Sandra E.; Lynch, Lisa M.]|[ur.013552252651.14; ur.011400664542.21]|The Economic Journal|2004|114|493|f97-f116|10.1111/j.0013-0133.2004.00189.x|pub.1021787662|325;[Chinn, Menzie D.; Fairlie, Robert W.]|[ur.016156737777.75; ur.015575246157.36]|Review of International Economics|2010|18|1|153-167|10.1111/j.1467-9396.2009.00861.x|pub.1025280364|120;[Greenana, Nathalie; Mairesse, Jacques]|[; ]|Economics of Innovation and New Technology|2000|9|3|275-315|10.1080/10438590000000011|pub.1034539458|34;[Lehr, William; Lichtenberg, Frank R.]|[; ur.0610317431.97]|Journal of Industrial Economics|2003|46|2|257-279|10.1111/1467-6451.00071|pub.1039880347|62;[Fairlie, Robert W.; Robb, Alicia M.]|[ur.015575246157.36; ur.011372711531.28]|Journal of Labor Economics|2007|25|2|289-323|10.1086/510763|pub.1058787509|213;[Fairlie, Robert W.]|[]|Management Science|2006|52|2|187-203|10.1287/mnsc.1050.0479|pub.1064714507|45;[Granovetter, Mark]|[]|Sociological Theory|1983|1||201|10.2307/202051|pub.1069701060|3896;[Cappelli, Peter; Neumark, David]|[; ]|ILR Review|2001|54|4|737|10.2307/2696111|pub.1070065446|286"
pub.1001521453,10.1007/978-3-642-14097-6_84,ICT for Persons with Disabilities: Bridging the Digital Divide in Bangladesh,"In the last two decades, the disability situation has undergone substantial change globally due to international initiatives supporting the UN declared World Decade of Disabled Persons. However, these progressive steps are yet to reach millions of disabled persons in rural Bangladesh. Around 13 million people in Bangladesh are physically handicapped of which 3 million are children. Disability is increasing with population growth and ageing. Disability on this scale represents not only a major health issue but also a prime cause of poverty and underdevelopment. Information and Communication Technology (ICT), opens up great opportunities to improve the quality of life of disabled people failing which will further the digital divide. This paper proposes to discuss the importance of ICT development and accessibility for persons with disabilities in Bangladesh and elaborate on how ICT has been utilized thus far and how we can further these initiatives towards development.",Lecture Notes in Computer Science,2010,6179,,527-530,"Hossain, Mahjabeen Khaled",,,https://app.dimensions.ai/details/publication/pub.1001521453,5,
pub.1067437812,10.1504/ijbis.2011.039332,Determining the factors of partner selection – a case of the 'Bridging the Digital Divide of SMEs Project',,International Journal of Business Information Systems,2011,7,3,286,"Lee, Tzong Ru; Chen, Chien Wei; Dadura, Agnieszka",,,https://app.dimensions.ai/details/publication/pub.1067437812,1,
pub.1028457840,10.6115/ljhe.2011.12.1.65,"Assessing the Differences in Motivation, Opportunity, and Ability between Young and Aging Consumers to use the Internet","This study examines the motivation, opportunity, and ability in the use of the internet by comparing young and aging consumers in the essential infrastructure of an information oriented society. Previous studies have conducted surveys about using computers and the internet instead of measuring the digital divide by using multilateral approaches; however, this study examines digital divide in terms of motivation, opportunity, and ability. Results suggested age, gender, and education level influenced motivation, opportunity, and ability in the use of the internet by consumers; in addition, the motivation and ability were different depending on occupation. The results show that the digital divide was mainly influenced by motivation and ability in offering a difference between the two groups of young and aging consumers, This study contributes to illuminate the differences between young and aging consumers to use the internet and to suggest implications in the perspectives of motivation, opportunity, and ability.",International journal of human ecology,2011,12,1,65-73,"Nam, Su-Jung; Kim, Ju-Ran",,,https://app.dimensions.ai/details/publication/pub.1028457840,0,"[Sun, Shaojing; Rubin, Alan M.; Haridakis, Paul M.]|[ur.013713526065.37; ur.015765646631.50; ur.010060156031.86]|Journal of Broadcasting & Electronic Media|2008|52|3|408-431|10.1080/08838150802205595|pub.1004538741|75;[Wright, Peter]|[]|Journal of Applied Psychology|1974|59|5|555-561|10.1037/h0037186|pub.1005557108|532;[Graham, Stephen]|[]|Urban Studies|2002|39|1|33-56|10.1080/00420980220099050|pub.1010968716|244;[Rubin, Alan M.]|[ur.015765646631.50]|Journal of Communication|1984|34|3|67-77|10.1111/j.1460-2466.1984.tb02174.x|pub.1014770521|453;[Wilson, Kenneth R.; Wallin, Jennifer S.; Reiser, Christa]|[; ; ]|Social Science Computer Review|2003|21|2|133-143|10.1177/0894439303021002001|pub.1015934109|133;[Huang, Jie; Russell, Susan]|[; ]|The Electronic Library|2006|24|2|160-173|10.1108/02640470610660350|pub.1021724615|27;[GION, CHRIS]|[]|Australian Geographer|2003|34|2|239-257|10.1080/00049180301734|pub.1023279441|25;[Whaley, Kermit C.]|[]|Journal of Medical Systems|2004|28|2|183-195|10.1023/b:joms.0000023301.09308.d9|pub.1026345655|19;[Ahmed, Allam]|[ur.015557641163.67]|Information Technology for Development|2007|13|4|337-361|10.1002/itdj.20067|pub.1026676526|32;[]|[]|Technological Learning|2004||||10.4337/9781845426910|pub.1027347799|19;[Cawkell, Tony]|[ur.013074276503.15]|Journal of Information Science|2001|27|1|55-60|10.1177/016555150102700107|pub.1032639953|21;[Rice, Ronald E; Katz, James E]|[ur.014077537323.51; ur.016135056233.08]|Telecommunications Policy|2003|27|8-9|597-623|10.1016/s0308-5961(03)00068-5|pub.1036982710|364;[Leung, Louis; Wei, Ran]|[; ]|Journalism & Mass Communication Quarterly|2000|77|2|308-320|10.1177/107769900007700206|pub.1037567734|538;[Petty, Richard E.; Wells, Gary L.; Brock, Timothy C.]|[ur.01273163701.77; ur.01025501575.87; ur.0636736146.21]|Journal of Personality and Social Psychology|1976|34|5|874-884|10.1037/0022-3514.34.5.874|pub.1046719701|476;[Peters, Oscar; Allouch, Somaya ben]|[ur.07703413571.06; ur.014174722665.59]|Telematics and Informatics|2005|22|3|239-256|10.1016/j.tele.2004.11.002|pub.1047954256|60;[Hubregtse, Sjaak]|[]|New Library World|2005|106|3/4|164-172|10.1108/03074800510587363|pub.1053626666|13;[Moorman, Christine]|[]|Journal of Consumer Research|1990|17|3|362|10.1086/208563|pub.1058528150|257;[Burnkrant, Robert E.]|[ur.014722536575.35]|Journal of Consumer Research|1976|3|1|21|10.1086/208647|pub.1058528234|49;[Celsi, Richard L.; Olson, Jerry C.]|[ur.011303014221.89; ur.014270716221.10]|Journal of Consumer Research|1988|15|2|210|10.1086/209158|pub.1058528745|1291;[Norris, Pippa]|[ur.014037134223.28]|Info|2003|5|1|77-78|10.1108/146366903322008287|pub.1061015345|74;[Birla, Kumar Mangalam]|[]|International Journal of Learning and Intellectual Capital|2005|2|4|321|10.1504/ijlic.2005.008088|pub.1067469054|3;[Ahmed, Allam]|[ur.015557641163.67]|International Journal of Technology Policy and Management|2004|4|1|1|10.1504/ijtpm.2004.004563|pub.1067500426|11;[MacInnis, Deborah J.; Moorman, Christine; Jaworski, Bernard J.]|[ur.013443225551.19; ur.016065665717.97; ur.012323224703.79]|Journal of Marketing|1991|55|4|32|10.2307/1251955|pub.1069417553|681"
pub.1003863779,10.1002/asi.21470,The Rawls‐Tawney theorem and the digital divide in postindustrial society,"The digital divide continues to challenge political and academic circles worldwide. A range of policy solutions is briefly evaluated, from laissez-faire on the right to “arithmetic” egalitarianism on the left. The article recasts the digital divide as a problem for the social distribution of presumptively important information (e.g., electoral data, news, science) within postindustrial society. Endorsing in general terms the left-liberal approach of differential or “geometric” egalitarianism, it seeks to invest this with greater precision, and therefore utility, by means of a possibly original synthesis of the ideas of John Rawls and R. H. Tawney. It is argued that, once certain categories of information are accorded the status of “primary goods,” their distribution must then comply with principles of justice as articulated by those major 20th century exponents of ethical social democracy. The resultant Rawls-Tawney theorem, if valid, might augment the portfolio of options for interventionist information policy in the 21st century.",Journal of the Association for Information Science and Technology,2010,62,3,604-612,"Duff, Alistair S.",Edinburgh Napier University,United Kingdom,https://app.dimensions.ai/details/publication/pub.1003863779,11,"[Stevenson, Siobhan]|[]|The Information Society|2009|25|1|1-22|10.1080/01972240802587539|pub.1000580777|54;[Duff, Alistair S.]|[ur.011415622225.89]|Information Communication & Society|2004|7|1|69-87|10.1080/1369118042000208906|pub.1000775614|24;[Lievrouw, Leah A.; Farb, Sharon E.]|[ur.015617015543.53; ur.015052574702.41]|Annual Review of Information Science and Technology|2005|37|1|499-540|10.1002/aris.1440370112|pub.1007100288|79;[FOSTER, STEPHEN PAUL]|[]|The International Information & Library Review|2000|32|3-4|437-451|10.1006/iilr.2000.0136|pub.1015083004|15;[Kranich, Nancy; Schement, Jorge Reina]|[ur.011567141555.24; ur.011076737503.91]|Annual Review of Information Science and Technology|2009|42|1|546-591|10.1002/aris.2008.1440420119|pub.1018193658|8;[Katzman, Natan]|[ur.012116706704.98]|Journal of Communication|1974|24|4|47-58|10.1111/j.1460-2466.1974.tb00407.x|pub.1018315288|49;[Schement, Scott C. Forbes Jorge Reina]|[]|The Information Society|2000|16|2|117-126|10.1080/01972240050032870|pub.1021245863|19;[Chatman, Elfreda A.]|[ur.013651330727.81]|Journal of the Association for Information Science and Technology|1996|47|3|193-206|10.1002/(sici)1097-4571(199603)47:3<193::aid-asi3>3.0.co;2-t|pub.1030071908|348;[Van Den Hoven, Jeroen; Rooksby, Emma]|[ur.0576121205.37; ]|Information Technology and Moral Philosophy|2008|||376-396|10.1017/cbo9780511498725.019|pub.1030330339|18;[Duff, Alistair S.]|[ur.011415622225.89]||2000||||10.4324/9781315812250|pub.1041983752|23;[May, Christopher]|[]||2002||||10.4324/9780203217818|pub.1042519504|7;[Barzilai-Nahon, Karine]|[ur.014613452655.40]|The Information Society|2006|22|5|269-278|10.1080/01972240600903953|pub.1044908392|224;[van Dijk, Jan; Hacker, Kenneth]|[; ]|The Information Society|2003|19|4|315-326|10.1080/01972240309487|pub.1047421245|709;[Webster, Frank]|[]||2006||||10.4324/9780203962824|pub.1052208309|96;[Bovens, Mark]|[]|Journal of Political Philosophy|2002|10|3|317-341|10.1111/1467-9760.00155|pub.1053543866|47;[Berman, Sheri]|[]|Social Philosophy and Policy|2002|20|1|113-144|10.1017/s0265052503201060|pub.1054887034|4;[]|[]|The Library Quarterly|2000|70|3|397-399|10.1086/603200|pub.1058808682|56;[]|[]|Choice|1995|33|01|33-0360-33-0360|10.5860/choice.33-0360|pub.1073332070|14;[]|[]|Choice|2001|39|03|39-1855-39-1855|10.5860/choice.39-1855|pub.1073375930|334;[]|[]|Choice|2003|40|05|40-2860-40-2860|10.5860/choice.40-2860|pub.1073384444|12;[]|[]|Choice|2003|41|03|41-1633-41-1633|10.5860/choice.41-1633|pub.1073390600|632;[]|[]|Choice|2004|41|07|41-4342-41-4342|10.5860/choice.41-4342|pub.1073393330|99;[]|[]|Choice|2005|42|11|42-6566-42-6566|10.5860/choice.42-6566|pub.1073403087|7;[Norris, Pippa]|[ur.014037134223.28]||2001||||10.1017/cbo9781139164887|pub.1098663486|2054;[Sypnowich, Christine]|[]|The Egalitarian Conscience|2006||||10.1093/0199281688.001.0001|pub.1098730879|68;[Venturelli, Shalini]|[]||1998||||10.1093/acprof:oso/9780198233794.001.0001|pub.1098757831|34;[Nagel, Thomas]|[]|A Brief Inquiry into the Meaning of Sin and Faith|2009||||10.4159/9780674054486|pub.1099342617|46;[van Dijk, Jan]|[]||2005||||10.4135/9781452229812|pub.1099350066|580;[Servon, Lisa J.]|[]|Bridging the Digital Divide|2002||||10.1002/9780470773529|pub.1109492537|180;[Compaine, Benjamin M.]|[]|The Digital Divide|2001||||10.7551/mitpress/2419.001.0001|pub.1110922707|242;[]|[]|Digital Nation|2004||||10.7551/mitpress/2428.001.0001|pub.1110922731|40"
pub.1063872555,10.1177/0894439304263146,Internet Use in the State Legislature,"Using a survey of state legislators in Iowa, Georgia, and California, this article examines how often legislators use the Internet as a source for policy information, and which legislators tend to make more frequent use of the Internet to gather information. The author finds that there is tremendous variation as to how often state legislators use the Internet to gather policy information. The author did not find evidence of a digital divide as it pertains to urbanism, or gender. It appears that a digital divide remains, however, between young and old legislators—with younger legislators using the Internet more often— and legislators in California versus legislators in Georgia and Iowa. In the end, it appears that the digital divide in the state legislature is shrinking. As the older generation of legislators retires, the author expects that the Internet will become a more institutionalized part of the information environment of state legislators.",Social Science Computer Review,2004,22,3,347-354,"Cooper, Christopher A.",Western Carolina University,United States,https://app.dimensions.ai/details/publication/pub.1063872555,6,"[Hindman, Douglas Blanks]|[ur.012531241453.88]|Journalism & Mass Communication Quarterly|2000|77|3|549-560|10.1177/107769900007700306|pub.1016275694|99;[Gillespie, Andrew; Robins, Kevin]|[; ]|Journal of Communication|1989|39|3|7-18|10.1111/j.1460-2466.1989.tb01037.x|pub.1019096196|81;[Maestas, Cherie]|[ur.010272567577.92]|The Journal of Politics|2003|65|2|439-456|10.1111/1468-2508.t01-3-00008|pub.1032769402|73;[Richardson, Lilliard E.; Daugherty, Linda M.; Freeman, Patricia K.]|[ur.01174101654.68; ; ur.015074334451.59]|State and Local Government Review|2001|33|1|23-31|10.1177/0160323x0103300102|pub.1041207639|8;[Cooper, Christopher A.]|[ur.011130672301.14]|State and Local Government Review|2002|34|2|127-132|10.1177/0160323x0203400205|pub.1051188777|6;[Mooney, Christopher Z.]|[ur.010612661315.51]|Legislative Studies Quarterly|1991|16|3|445|10.2307/440107|pub.1070584490|40;[Adler, E. Scott; Gent, Chariti E.; Overmeyer, Cary B.]|[; ur.013350455636.78; ]|Legislative Studies Quarterly|1998|23|4|585|10.2307/440242|pub.1070584575|49;[King, James D.]|[]|Legislative Studies Quarterly|2000|25|2|327|10.2307/440374|pub.1070584653|123;[Kingdon, John]|[]||1989||||10.3998/mpub.7354|pub.1099315473|380"
pub.1011980128,10.1007/0-387-25588-5_1,Introduction,,IFIP Advances in Information and Communication Technology,2005,179,,1-11,"Berleur, Jacques; Avgerou, Chrisanthi",,,https://app.dimensions.ai/details/publication/pub.1011980128,0,
pub.1103311721,10.18848/1447-9524/cgp/v03/59099,Bridging Digital Divide in Malaysia: A Review of ICT Programs and Initiatives,,The International Journal of Knowledge Culture and Change Management Annual Review,2004,3,1,0-0,"Jaafar, Isma; Ainin, Sulaiman Ainin",,,https://app.dimensions.ai/details/publication/pub.1103311721,0,
pub.1074033538,10.7763/ijeeee.2011.v1.15,New Digital Divide?_Self-reported Information Literacy of Postgraduates at a University in Southern China,,International Journal of e-Education e-Business e-Management and e-Learning,2011,,,,"Yu, MingMei",,,https://app.dimensions.ai/details/publication/pub.1074033538,0,"[Maedche, Alexander; Zacharias, Valentin]|[ur.011157705656.26; ur.012754541451.69]|Lecture Notes in Computer Science|2002|2431||348-360|10.1007/3-540-45681-3_29|pub.1037716590|118;[Gruber, Thomas R.]|[ur.014227673101.15]|International Journal of Human-Computer Studies|1993|5|2|199-220|10.1006/knac.1993.1008|pub.1050172020|7444;[Dempsey, Lorcan; Heery, Rachel]|[ur.012057052047.28; ur.015301577263.55]|Journal of Documentation|1998|54|2|145-172|10.1108/eum0000000007164|pub.1053193430|56;[Attewell, Paul]|[]|Sociology of Education|2001|74|3|252|10.2307/2673277|pub.1070053429|290;[Klischewski, Ralf]|[ur.013555471306.64]|36th Annual Hawaii International Conference on System Sciences, 2003. Proceedings of the|2003|||9 pp.-97|10.1109/hicss.2003.1174308|pub.1094108857|8;[Widener, Patrick; Eisenhauer, Greg; Schwan, Karsten]|[ur.013734517416.01; ur.0663163200.87; ur.010370177373.57]|Proceedings 10th IEEE International Symposium on High Performance Distributed Computing|2001|||371-380|10.1109/hpdc.2001.945205|pub.1094674443|16;[Scholl, Hans J.]|[ur.015677434741.42]|Proceedings of the 38th Annual Hawaii International Conference on System Sciences|2005|||1-10|10.1109/hicss.2005.336|pub.1095403767|49;[]|[]|Adaptive Information|2004||||10.1002/0471714216|pub.1109700886|46"
pub.1068706820,10.18848/1832-3669/cgp/v03i06/55801,ICT Network Readiness in Asia-Pacific: Social Inequality and the Digital Divide,,The International Journal of Technology Knowledge and Society,2007,3,6,103-116,"Mangisi- Mafileo, Fononga V.",,,https://app.dimensions.ai/details/publication/pub.1068706820,0,
pub.1065053393,10.1355/ae19-1f,"Bridging the Digital Divide in Southeast Asia: Pilot Agencies and Policy Implementation in Thailand, Malaysia, Vietnam, and the Philippines",,Asean Economic Bulletin,2002,19,1,83-99,"Tipton, Frank B.",,,https://app.dimensions.ai/details/publication/pub.1065053393,25,
pub.1026754881,10.4018/978-1-59904-939-7.ch160,E-Government and the Digital Divide,"Many governments world wide are attempting to increase accountability, transparency, and the quality of services by adopting information and communications technologies (ICTs) to modernize and change the way their administrations work. Meanwhile e-government is becoming a significant decision-making and service tool at local, regional and national government levels. The vast majority of users of these government online services see significant benefits from being able to access services online. The rapid pace of technological development has created increasingly more powerful ICTs that are capable of radically transforming public institutions and private organizations alike. These technologies have proven to be extraordinarily useful instruments in enabling governments to enhance the quality, speed of delivery and reliability of services to citizens and to business (VanderMeer & VanWinden, 2003). However, just because the technology is available does not mean it is accessible to all. The term digital divide has been used since the 1990s to describe patterns of unequal access to ICTs—primarily computers and the Internet—based on income, ethnicity, geography, age, and other factors. Over time it has evolved to more broadly define disparities in technology usage, resulting from a lack of access, skills, or interest in using technology. This article provides an overview of recent literature on e-government and the digital divide, and includes a discussion on the potential of e-government in addressing the digital divide.",Global Information Technologies,2008,,,2204-2213,"Tan, Felix B.; Yigitcanlar, Tan; Baum, Scott",Griffith University,Australia,https://app.dimensions.ai/details/publication/pub.1026754881,0,
pub.1038821763,10.7238/rusc.v6i1.18,The Presence of Universities on the Internet: the Digital Divide Between The United States and the Rest of the World,,Revista de Universidad y Sociedad del Conocimiento,2009,6,1,,"Aguado-López, Eduardo; Rogel-Salazar, Rosario; Becerril-García, Arianna; Baca-Zapata, Graciela",Universidad Autónoma del Estado de México,Mexico,https://app.dimensions.ai/details/publication/pub.1038821763,4,
pub.1048726932,10.4018/978-1-59904-947-2.ch130,E-Government and the Digital Divide,"Many governments world wide are attempting to increase accountability, transparency, and the quality of services by adopting information and communications technologies (ICTs) to modernize and change the way their administrations work. Meanwhile e-government is becoming a significant decision-making and service tool at local, regional and national government levels. The vast majority of users of these government online services see significant benefits from being able to access services online. The rapid pace of technological development has created increasingly more powerful ICTs that are capable of radically transforming public institutions and private organizations alike. These technologies have proven to be extraordinarily useful instruments in enabling governments to enhance the quality, speed of delivery and reliability of services to citizens and to business (VanderMeer & VanWinden, 2003). However, just because the technology is available does not mean it is accessible to all. The term digital divide has been used since the 1990s to describe patterns of unequal access to ICTs—primarily computers and the Internet—based on income, ethnicity, geography, age, and other factors. Over time it has evolved to more broadly define disparities in technology usage, resulting from a lack of access, skills, or interest in using technology. This article provides an overview of recent literature on e-government and the digital divide, and includes a discussion on the potential of e-government in addressing the digital divide.",Electronic Government,2008,,,1718-1725,"Anttiroiko, Ari-Veikko; Yigitcanlar, Tan; Baum, Scott",Griffith University,Australia,https://app.dimensions.ai/details/publication/pub.1048726932,1,
pub.1104027345,10.18848/1832-3669/cgp/v02i03/55617,"Revisiting the Digital Divide: Race, Region and the Everyday Uses of Internet Technologies",,The International Journal of Technology Knowledge and Society,2006,2,3,33-46,"Bosman, M. Martin; Chakraborty, Jayajit",,,https://app.dimensions.ai/details/publication/pub.1104027345,2,
pub.1043473326,10.1002/jsc.694,An evaluation of conventional wisdom of the factors underlying the digital divide: a case study of the Isle of Man,"The digital divide is defined as the gap that exists between those with and those without access to the Internet. Conventional wisdom is represented by the technology optimists' view that the divide is caused by societal barriers to Internet connectivity such as low levels of education, income and proliferation of technology. The technology pessimists disagree that these barriers cause the divide or that they are important enough to justify significant expenditure by government. This paper reports on a study to evaluate the validity of the optimistic position. The Isle of Man (IOM) was selected for this evaluation because of its size, social stability, high levels of education and income and established e-government programme. The premise of the research was that if the optimistic view is correct, lower or similar barriers to those found in the UK should result in higher or similar levels of Internet access in the IOM. Prime causal factors of the digital divide, as purported by the optimists, were found to marginally favour the IOM. However, the test of Internet access revealed that the IOM trailed the UK connectivity level by some 12% to 14%, which is not as expected from the optimistic viewpoint. This unexpected outcome could constitute a dilemma for the IOM government in adopting an appropriate strategy to e-government implementation and narrowing the digital divide. Copyright © 2004 John Wiley & Sons, Ltd.",Strategic Change,2004,13,8,423-428,"Skok, Walter; Ryder, George",Kingston University,United Kingdom,https://app.dimensions.ai/details/publication/pub.1043473326,5,"[Lentz, R.G.]|[]|Info|2000|2|4|355-377|10.1108/14636690010801609|pub.1014492307|21;[Norris, Pippa]|[ur.014037134223.28]||2001||||10.1017/cbo9781139164887|pub.1098663486|2054"
pub.1037634725,10.4018/978-1-59140-799-7.ch058,E-Government and the Digital Divide,"Many governments world wide are attempting to increase accountability, transparency, and the quality of services by adopting information and communications technologies (ICTs) to modernize and change the way their administrations work. Meanwhile e-government is becoming a significant decision-making and service tool at local, regional and national government levels. The vast majority of users of these government online services see significant benefits from being able to access services online. The rapid pace of technological development has created increasingly more powerful ICTs that are capable of radically transforming public institutions and private organizations alike. These technologies have proven to be extraordinarily useful instruments in enabling governments to enhance the quality, speed of delivery and reliability of services to citizens and to business (VanderMeer & VanWinden, 2003). However, just because the technology is available does not mean it is accessible to all. The term digital divide has been used since the 1990s to describe patterns of unequal access to ICTs—primarily computers and the Internet—based on income, ethnicity, geography, age, and other factors. Over time it has evolved to more broadly define disparities in technology usage, resulting from a lack of access, skills, or interest in using technology. This article provides an overview of recent literature on e-government and the digital divide, and includes a discussion on the potential of e-government in addressing the digital divide.","Encyclopedia of E-Commerce, E-Government, and Mobile Commerce",2006,,,353-358,"Khosrow-Pour, Mehdi; Yigitcanlar, Tan; Baum, Scott",Griffith University,Australia,https://app.dimensions.ai/details/publication/pub.1037634725,25,
